pdb_id	Hchain	Lchain	antigen_chain
7wea	H	L	A | C
5mp1	J	K	I
2ltq	F	E	D
1jnh	F	E	F
7vnb	A		B
7nj7	F		A
7cac	E	D	B | A
6k5a	E	F	B
1yei	H	L	L
7llk	K	L	I
2r8s	H	L	R
6mv5	H	L	P
6edu	P	Q	F | B
4jzo	G	H	L
7cdi	H	L	E
5ken	Q	P	K
7kew	G	J	A
1ndg	B	A	C
5t80	H	L	G
3qum	H	L	P
7cws	L	C	Q
6gk4	C		A
2xtj	D	B	A
2eiz	B	A	C
1r3j	B	A	C
7czw	J	N	C
7kd6	U	V	W
5hys	E	F	J
7w1s	B		A
7cw3	k	l	f | e
6h7l	D		B
1tjg	H	L	P
7kqe	J	M	C
1afv	K	M	B
1qfw	I	M	B
5uk4	f		F
2hjf	A	B	C
6vo3	H	L	A
6x8s	H	L	P
7lx5	A		B
6b70	E	F	B
1acy	H	L	P
4r4n	J	K	I | v
4rx4	A	D	E
6h6z	C		A | B
7a17	F		E
7r8o	M	N	E
7kfe	H	J	C
6ks1	H	L	A
5dfv	C	D	A
7rxj	H	L	I
5y7z	C		A
6uud	H	L	A
7kf1	H	L	V
6be4	H	L	H
7vl8	S	s	A | B
6x3t	J	I	B
6wtu	E	F	D
4s1d	E	F	E
1tjh	H	L	P
5t5b	H	L	E
5boz	L		F
7tzg	B	b	C
5g64	I	M	B
3ffd	A	B	P
7ls9	D	F	B
6vmk	c	b	d
7zmr	K		A
7x7o	G	I	A
5lxg	H	L	A
6eqc	D	d	A
3bn9	F	E	A
3c6s	F	E	F
7nd9	H	L	B
6b3s	H	L	A
1lk3	H	L	A
4krm	J		I
3wxv	H	L	A
3t3m	E	F	C
5mo3	H	L	A
6x1t	G	I	R
6cuf	H	L	D
7p77	X		E
7rd5	D	C	E
3ztj	K	L	F | E
6z43	X		A
6nc2	O	T	I | C
7n05	H	L	E
6t9e	H	L	D
7mlh	E	D	B
6b0n	H	L	G
3ijh	D	C	C
6csf	H	L	M
4rnr	A	B	B
6bp2	H	L	A
6txz	K	O	D
7the	B	C	A
3k81	B		C
2dtg	A	B	E
7nvn	n		e
5hgg	S		B
3ifo	H	L	P
5veb	A	B	X
6pdx	M	N	B
5f7n	D		B
3qum	K	M	Q
5w9h	H	I	G
2dqj	H	L	Y
7n28	X	Y	F
6wo5	A	B	E
4nhh	I	F	D
1fsk	I	H	G
7pgb	A	B	C
6bkb	H	L	E
6udk	A	B	G
6erx	O	P	L
7mxd	C	D	A
5u3n	H	L	A
4y7m	B		D
4o5i	M	N	A
5t5f	H	L	A
3vi4	F	E	B
2a0l	F	E	B
2nz9	F	E	B
7bel	A	B	R
6ev2	C	D	C
5x2p	H	L	A | B
6qpg	P		J | K
5thr	P	Q	C
6sc5	B		A
7fjs	C	A	B
6xbj	S	s	A | B
5alc	H	L	L
7te6	C	D	B | A
1dee	F	E	H
7b18	D		A
1baf	H	L	L
7x7d	F		E
7rai	H	L	A
7syy	H	L	A
4wen	B		A
1s78	D	C	A
7bxa	B	C	A
7dfp	C	B	A
7zf4	F		E
7ldd	K	J	D
5kel	M	O	F
7n8h	H	G	F
4n1h	D		C
7mxp	H	L	C
3rvx	D	C	A
6weq	I	J	C
6ey6	O		G
7c8w	A		B
5umn	E	F	A
7czv	J	N	C
6pdr	H	L	A
7vne	U		A
7ur4	F	G	B
5nj3	E	F	A
5vak	B		A
7cth	I	M	B
7bwj	H	L	E
7q4q	B	A	E
4fqr	i	j	I
1eap	B	A	B
7tyv	H	L	C | c
7cwn	O	M	A
4xcn	A	B	A
7q9m	J	K	A
7xh8	B	C	A
7kd0	C		B | A
6gs4	H		A
2dbl	H	L	L
7ur4	I	J	A
3go1	H	L	P
5erw	A	B	C
6cbj	H	L	L
4p2c	I		D
4tnw	G	K	C
5d1z	F	E	J
5vxj	D		C
6os2	D		A
5vai	N		A | B
7o0s	A		B
6pci	N	Q	A | D
5vco	D	C	E
7urs	H	L	A
1etz	H	L	H
7x7o	E	F	C
4rfn	B	C	A
7cn2	J	j	B
1tzi	B	A	V
3zdy	H	L	A | D
4xwo	Q	R	N
6xqw	H	L	E
6wxl	F	E	D | C
7tdn	H	L	B
7ecy	E	F	C | A
6qv0	F		D | C
7dm1	F	E	B
6zhd	D		A
7r98	D		A
4rau	W	V	X
6ea7	M	N	B | C | D
6x1s	C	D	J
1u8q	B	A	C
3pjs	B	A	M | N
6nfj	E		D
4kfz	C		A
7tc9	H	L	B
3iu3	H	L	I
7zml	E		B
6txz	I	M	B
4rau	T	S	U
5whk	H	L	A | B
7kdd	D	E	A
7n08	A	B	E
2gsi	B	A	W
7lfd	H	L	A
7cwu	J	F	A
7t3d	K	N	F
2wuc	H	L	A
6gci	B		A
4mxv	H	L	A
2p8m	B	A	C
7e5r	I	K	C
2aeq	H	L	A
3fo1	B	A	B
6bzv	E	F	K
6mam	C	D	L | K
7cwo	H	L	A
6pz8	H	L	B
3iu3	C	D	J
6o9h	H	L	D
6xsn	H	L	C
5dhv	A	B	N
7oap	F		E
5th9	J	N	C
7rdw	Q	R	C
6mb3	J	S	E
7q9p	J	K	C
3j70	A	B	D
6ad8	E	F	B
7zmv	F		B
6x1s	H	L	I
3mlw	I	M	Q
6mzj	D	C	B
3gi9	H	L	C
5iq9	H	L	P
3rvw	D	C	A
7f46	H	L	B | C
7e6p	H	L	A
6mi2	A	B	C
7jv5	N		A | B | G
7qji	F		E
3eba	A		B
5uoe	H	L	A
7vui	N		A | B
2qqk	H	L	A
4m1d	H	L	P
4xph	H	L	A
7sob	C	B	A
4r4n	T	U	S
3efd	H	L	K
3j8w	G	K	C
3be1	H	L	A
4zpv	H	L	R
6y97	H	L	A | B
6xw6	C		A
4grw	I		D
7e9n	H	L	A
6war	L		K
4grw	J		A
5dmg	C	D	Z
6e5p	R	Q	R
7lf7	H	L	K
5vxm	B		A
6vy4	H	L	A
1r3i	H	L	C
7wd7	a	b	A
5vm6	A		A
5esz	H	L	G
3ria	G	K	C
7p5y	G		A
5jds	B		A
7k7i	H	L	A
2qr0	N	M	O
1mfb	H	L	H
7mfg	E	F	D | C
6pcu	I	H	G
6n81	C	D	B
4zpv	A	B	S
7wec	G	J	B
6iw2	B	C	A
6woz	H	I	G
1ce1	H	L	P
4wht	X	Y	x
3ze0	E	F	C
7ey0	A	B	R
3mls	H	L	P
7nqk	B		A
6umj	H	L	H
7vgx	S	s	A | B
7kde	O	P	G | B
7mlu	G	J	B
2xra	H	L	A
3sqo	H	L	A
7z1a	B		A
5wux	H	L	E
2fed	E	F	B
7lxy	E	D	A
7lk4	B	A	R
6oyz	H		D
5w23	J	N	A
7kmh	A	B	C
4xnm	B	A	D
6axk	A	B	E
7nx6	H	L	E
7wka	a	b	B
6svl	D	E	F
7x7e	A		D
5hm1	C		F
7rbt	N		A | B
5d1x	B	A	E
7a5r	H	L	A
1fbi	Q	P	Y
6v7z	E		C | D
2jk5	A	B	C
7f3q	C	B	A
6zxn	E		B
3h0t	B	A	C
6p65	H	L	A
6vlr	D	K	H
4ubd	K	L	J | E
4jkp	H	L	G
4qo1	A		B
6nfn	F	E	E
4xbe	H	L	P
7teq	H	L	B | A
6cxg	M	K	C
2kh2	B	b	A
5gs0	D	C	A
2ny5	H	L	G
4zpt	H	L	S
5gzn	C	D	B | G
5gs0	F	E	B
2ypv	H	L	A
5if0	A	B	I
4xgz	S	T	s
7a0w	E	F	B
7ns6	O		N
6tyl	I		F
7pgb	a	b	d
6avq	H	L	B | A
4etq	A	B	X
6h3u	H	L	B
7kpb	H	L	A | C
5vm0	A		A
7dq7	H	L	B
7eyc	A	B	Q
7xic	H	I	A
1gc1	H	L	G
3zdz	E	F	C
5o8f	N		I | D
7n0i	L		G | H
5o04	D		B
7cr5	H	L	A
6p60	J	K	L
7m3n	H	L	A
6dc9	I	M	Q
7ew5	K	L	G
7f6y	H	L	R
7mgw	B	C	A
5tok	D		B
1kxt	D		C
3eoa	B	A	J
6mwc	G	H	F
1mfd	H	L	H
6j6y	B	C	A
7dv4	D		C
5cbe	A	B	E
7lf1	K	L	M
6mpg	q	r	V
7kn7	B		A
7ezv	H	L	A
7cwn	H	N	C
1yqv	H	L	Y
5csz	A	B	E
1i9r	X	Y	C
7kf1	A	B	C
7b	A	B	D
7zxf	D	E	A
7k66	B	C	A
6wbv	H	L	A
7ul7	H	L	a
3ob0	M	K	M
6ppg	H	L	F
3j3p	H	L	1
1xf2	H	L	T
3j1s	H	L	A
5vco	B	A	F
7k93	E	e	A
6vbp	C	D	E
7or9	A	B	E
3ubx	H	L	A
7lf1	D	E	B
6fax	H	L	R
7b17	B		A
3sdy	H	L	B | A
7q6e	H	L	A
1i8m	B	A	D
6db5	I	M	Q
1mh5	B	A	B
6x97	J	K	G
6vyv	I	M	F
5kzp	E	I	B
2kh2	B	b	A
6dfh	H	L	A
1ztx	H	L	E
6azz	F	E	D
77	N	n	A | B
5ken	G	H	F
2fjg	B	A	V
5u68	E	e	A
7fg2	D		A
7lxy	N	O	J
5f7m	D		B
5ghw	H	L	P
7qnc	G		D
6jsz	D		A
7z1b	D		C
7s0d	H	L	C
7niw	C	B	A
6dzl	I	L	D | C
7n9v	H		K
3hae	I	G	D | F
6cvk	B	b	D
7czs	H	K	A
5bo1	H	L	B
5u68	G	g	C
7zmt	C		A
6orn	O	P	R
5kel	P	T	G
7ndd	F	G	A
6b73	D		A
7a25	E		B
7qbg	G		A | D
7p5w	G		A
6a9k	B	A	B
5jw4	Q	R	F | E
7kdu	C		B | A
6xey	H	L	A
6mtp	H	L	P
3nh7	I	M	B
4hcr	H	L	A
6ejg	D	d	B
7t4s	J	K	A
2a0l	D	C	A
1yym	H	L	G
7aue	S	s	A | B
6hhc	H	L	A
5udc	H	L	F
7mxp	I	K	A
6q20	H	L	A
7whz	H	L	A
5uhy	J	I	C | E
7mfg	J	K	I | G
7whj	D		C | A
6oy4	D	C	A
7e7y	A	B	R
7e3k	H	L	C
7raj	H	L	A
7lss	H	L	B
5wnb	I	M	A
4ut9	K	O	C
5kov	Q	q	N
7fae	e	d	B
7wkx	B	D	E
7ll2	H	L	A
4kk5	C	D	A
7myz	H	L	C
3ri5	J	M	E
7a0x	E	F	B
6um7	B	C	I
7bua	G	I	B
6was	A	B	G
7ljc	N		A | B | G
6n1w	q	r	2
4ffv	D	C	B
6x3w	J	I	B
7klw	C		A
6nb6	H	L	C | A
7s0e	H	L	A
6id4	C	D	E | F
6oca	C		A
7cho	B	C	A
7q0g	H	L	E
7jwp	A	B	Q
6lz4	A	B	C
7dcc	A	F	K
3rhw	J	M	E
6uj9	H	L	A | C
4m1c	C	D	A
7tcc	H	L	B
5myx	B	A	E
4ogy	H	L	A
7ew3	S	s	A | C | B
7p79	D		E
6m47	H	L	A
3mug	L	K	I
7rlz	D	C	R
7n5h	J	K	C
2ipu	H	L	Q
5d1x	C	D	E
7tyv	D	E	A | a
2qsc	H	L	P
5wob	I	J	A
6cdm	A	B	C
3jbf	7		3
2xv6	B		A
3i9g	H	L	L
3mlv	N	M	Q
7dpm	J	K	L
1cf8	H	L	H
5h32	G	H	A
7rkm	D	d	A | B
6ey6	I		A
6mjz	H	L	C | A | B
1bql	H	L	Y
5cd5	C	D	A
6x04	F		E
5tlj	B	A	X
7pi3	M	N	H
4xwo	O	P	M
5f97	E		A
6wfz	H	L	P
4xh2	J	K	j
5udd	N	T	G
6umg	h	l	c | r
6xc3	H	L	C
6e5p	M	K	M
4dke	H	L	A
7ul3	C		A
4k2u	I	M	B
7cvz	Q	R	H | G
6o24	A	B	I
2qad	H	G	E
6idg	H	L	A
7kn6	C		A
5mv4	A	B	X
1kir	B	A	C
6dbg	C		B
6d6u	K	L	D
7ch4	H	L	R
2kh2	B	b	A
7rd4	A	B	I
5uk4	h		H
2zjs	H	L	Y
7m51	H	L	A
6az2	C	E	D
7neh	H	L	E
6nmr	F	G	I
3ria	F	N	B
5uek	H	L	A
7n9v	L		A
3ixy	I	J	B
7mep	H	L	A
5w1k	T	S	R
6nc3	Q	V	K | E
6wn4	A	B	C
5any	K	O	F | E
6qb6	H	L	A
1bzq	N		B
3zkm	H	L	A
6woz	K	L	J
7kfb	G	J	A
5xcr	A	B	C
7c4s	J	K	B
1xcq	F	E	P | N
7kji	A		B
3hfm	H	L	Y
4c59	B		A
6wh9	E	F	D
2ny7	H	L	G
6w7s	H	L	A
5vl2	D		D
4xgz	E	F	e
7ar0	B		A
2hlf	E	F	B
7ws4	I	H	C | A | B
5ojm	O		E
7e8c	K	I	B
7mlu	F	K	E
7n0v	H	L	C
5w4l	H	L	G
6xq4	C	B	A
1yuh	H	L	H
6wh9	H	I	A
7s6d	E	G	A
7k7y	H		G
2x7l	A	B	O
6bf7	E	F	B
6gkd	N		L
6vi1	L	K	R
6ui1	D		A
6a78	H	L	A
6zcz	F		E
6gff	L	K	I | C | D
7now	A		B
6n8d	F	E	C
4z5r	K	J	D
6qx4	D		A
7z0y	H	L	R
6dfi	H	L	E
7a0y	C	D	A
7kc1	H	L	B | A
3ngb	B	C	A
7det	D	d	C
7ns6	U		K
6wds	H	L	C | A | B
2ibz	X	Y	E
4tsa	H	L	A
3g6j	H	G	D | C
5hi3	H	L	B
4kuc	F	E	I
1p2c	E	D	F
6fla	A	B	G
4h8w	H	L	G
5njd	R	Q	C | D
3bpc	B	A	B
3o6l	H	L	C
7lqv	Y	Z	C
7e88	G	H	I
4rdq	O	N	D
6a9k	H	L	H
7rkx	D	d	A | B
6gkd	T		R
6xgc	M	N	B | A
5yd4	C	c	D
7rnn	C		D
2c1p	H	L	H
6k5d	C	D	A
7sfv	Q	R	H
7x2c	E		A | B
4nx3	B	A	D
2ltq	C	B	A
3b2u	H	L	A
7kfb	H	K	B
4zff	H	L	D
7mtb	H	L	G
6itq	B		B
7ew5	Z	a	V
6m3c	K	J	G
6j11	D	E	C
6v4n	A	B	I
5wk3	Q	P	A
2ny6	D	C	A
4i9w	E	D	A
6xsk	G	J	D | C
7stz	H	L	C
5b71	D	C	F
4grw	H		B
7o2z	H	L	P
6apd	H	I	B
7lez	D	E	B
7d00	J	N	C
6p95	F	G	b | B
7qn5	F		C
5c8j	G	H	K
1bzq	L		A
4ene	E	F	B
4i3r	H	L	G
7a6f	C	B	A
7kmg	A	B	C
2x89	C		E | G
4plj	D	C	B
6krz	D	E	A
7cvs	C	D	A
3qxv	B		B
6cnk	G	F	C | B
7lzp	C		A
5mv3	L	M	N
7kew	I	L	C
7r6w	H	L	R
5ifj	A	B	C
5a1z	I	J	E
7b18	I		C
4xpa	H	L	A
6vc9	H	L	A
7eyc	H	L	P
6jhr	E	D	C
2fx8	H	L	P
7wph	H	L	B
3ogc	A	B	C
4i18	H	L	C
4oii	I	M	B
7tty	H	L	A
6rlo	G	H	L
6xpr	B	C	A
6h06	A	B	K
4xwo	W	X	T
3d85	B	A	C
3cvh	H	L	A | C
7m8l	O	R	F
7wk8	C	D	A | B
6bah	B	A	C | E
4z8f	H	L	E | A
5c3l	D		C | A | B
6lfx	A	a	a
6mej	H	L	C
6hjx	G		B
7b27	D		a
5dhy	H	L	M
5j3h	C	D	E
6udk	O	P	R
7whk	F		C
2vxt	H	L	I
6q0e	H	L	A
6mb3	G	Q	E
6sne	D	C	J
4mxw	W	V	X
5m95	B		A
7me7	A		R
6b3j	N		A | B
6ch9	D	E	B
5tru	H	L	C
5kan	H	L	B | C
3cfb	H	L	L
7joz	N		A | B
6h1f	A		B
7ngh	D		B
4n9g	M	N	Z
4hg4	L	M	B
4xgz	U	V	u
5vn8	I	K	E
7ew5	W	X	S
1y0l	F	E	F
6b0h	B	A	J
3lrs	A	B	B
3fku	S	s	J | I
3gbm	H	L	B | A
7r4i	D		A
5i74	B	C	A
7q9i	H	L	A
7rly	E	F	R
4nj9	H	L	H
7kf9	H	K	B
7p78	Y		E
4bz1	H	L	A
7e8f	H	L	A
7jwq	C	D	P
6gju	B		A
7klh	H	L	A
6apd	K	M	B
1jp5	b	B	D
5w3l	E	G	B | A | C
6nmt	B	A	C
4c83	A	B	A
4xrc	B	A	D
6w2c	B	C	A
3qxv	D		D
6svl	K	M	N
7kmk	H	L	A
1hi6	B	A	C
5npi	B	b	E
3jcb	C	B	A
6phc	A	B	I
3uyr	H	L	P
7cz0	G		C
5tl5	H	L	A
4lgr	B		A
7dss	A		1 | 3
5i71	B	C	A
6z1v	B		A
4o51	F	E	P
4irz	H	L	A
7qjj	G		E
6gju	C		A
7jmw	H	L	A
7oay	F		E
7zml	K		C
6tnp	I	G	I
6ieb	E	F	B
4xgz	G	I	g
5gmq	B	C	A
7kbb	H	L	D
5mhr	R	Q	A
6y1n	H	L	L
6df1	H	L	A
5ovw	G		C
1zwi	A	B	C
2x7l	E	F	R
5mv4	F	G	H
4xh2	H	L	h
5hj3	E	F	H | G
7n8h	O	N	K
5d1z	G	H	J
7kd2	C		B | A
6hf1	C	B	A
5kel	H	L	B
7olz	C		A
6ukt	E		A
7lki	D	E	F
7cwn	L	J	C
4pir	I		C
3s37	H	L	X
7kfw	H	L	A
6u9s	A	B	C
5jw4	O	P	D | C
4liq	H	L	E
7si0	E	F	B
6nfn	N	M	M
4yhm	H	L	H
7o30	H	L	P
6mlm	F	G	B
7nqa	C		B
7mzn	H	L	A
6xpx	B	C	A
4fg6	E	F	B
4pgj	C		D
4zs7	H	L	A
5ukb	c		C
3rif	F	N	B
1him	L	H	P
7epb	C		A
6h06	C	D	G
7fau	D		C
7kn4	H	L	A
4yfl	F	I	E
6ozc	P	R	F
7tm0	L	M	C
6pzw	K	I	D
1tqc	B	C	A
6bft	H	L	C
3jbe	7		3
6ss4	H	L	A
4why	I	J	A
7djz	A	B	C
6n4y	F		A
5tok	E		A
7d3s	N		A | B | G
5wdu	H	I	A
5jw4	U	V	J | I
1nd0	B	A	A
6wx2	A	B	C
6kx1	A	B	C
6n1w	H	L	D
7ndd	D	E	C
7sbu	H	L	A
7mw2	D	E	A
5nbw	B	A	A
7nks	C	D	B
6p65	F	G	E
6ldw	B	A	D
7jwp	G	H	T
6yax	H	L	A
6obd	H	L	F
6kva	H	L	B
6nz7	G	I	F | E
5g5x	B		A
4jo3	H	L	P
7pi2	K	L	J
7n0s	F		C
7rlv	A	B	P
5ggr	A	B	Y
5nj6	H	L	A
5vj6	M	N	B
6f5g	B		A
6ze1	B		A
1axs	B	A	B
6xcj	H	L	G
6uig	B	C	A
5bk1	H	L	A
7p6k	H		D
4xwo	C	D	A
7cwu	H	L	B
7stz	I	M	D
7lab	Y	X	B
5f97	H		D
7deo	A	a	B
3qcv	I	M	I
4wht	C	D	c
4nby	B		A
6nfv	A	B	C
5ogi	B	b	A
5hdq	H	L	A
4pp2	B	A	F
7f4h	N		A | B
7ps1	A	B	E
5a8h	R	Q	M
6fe4	J		E
6h2y	H	L	D
7ws5	G	F	B
7km5	C		B
1j1x	H	L	Y
5mhr	M	L	D
5fgb	E	B	G
7f1g	D		A
7zfa	O	P	B
1xgy	H	L	P
2gsi	H	G	Z
7m2i	A	B	C
6p67	E	F	G
3mnw	B	A	P
5hhv	H	L	A
7vqx	N		A | B
6d6t	J	I	B
7cwm	H	L	A
5wtt	H	L	P
6h7o	C		A
5x8l	F	K	A
6um5	K	L	I
6b0a	H	L	A
4f2m	A	B	E
1c1e	H	L	H
4xcf	H	L	P
4plk	D	C	B
7d6i	B	C	A
6gwn	C		A
7kqi	A	C	B
6xob	M	N	B
7wk9	c	d	C
5viy	J	I	D
4dw2	H	L	U
5k9k	H	L	F
7kgj	B		A
7e8c	N	P	B
6qtl	G		D
7l7e	C	D	b
6wwc	D	H	F
1hin	H	L	P
6de7	H	L	G
6bt3	B	A	N
5m95	D		C
7laa	H	L	A
2xzc	H	L	L
3ngb	J	K	I
7f54	N		A | B
7l8p	H	L	A
2htk	E	F	B
7nrh	H	L	A
6k0y	A	B	C
7jie	C	D	B
7p5y	K		E
7s0b	C	D	E
7tfo	P	Q	C
6mw9	C	D	B
7dk6	c	d	B
1a4k	H	L	H
7n65	C	D	A
7rai	J	N	E
7a17	D		C
6gkd	P		O
6o25	I	J	L | C
1lo3	Y	X	Y
4jlr	H	L	S
6phb	D	C	I
3ejy	C	D	A
6niy	N		A | B
6opo	O	K	J
1tqb	B	C	A
4tqe	H	L	A
2j4w	H	L	D
4hc1	H	L	A
6m0f	H	L	A
5utz	H	L	D
2q8b	H	L	A
3l5y	H	L	A
5o05	C		B
6x98	H	L	A
5k59	E	F	B
6y54	H	L	L
3ulv	D	C	A
6sc8	C		A
2kh2	B	b	A
7ej5	I	M	B
7jie	E	F	A
5x2m	H	L	A
7czs	J	N	C
3g6j	F	E	B | A
4f9p	C	c	A
5g5r	B		A
3hi1	H	L	G
7e5y	C	B	A
7phu	B	C	A
7vne	W		C
4ios	D		H
2xqy	J	K	E
7ctu	A	B	C
5v8l	H	L	A
6mu7	H	L	G
6vl8	A	B	E
5sx4	J	I	M
7zf5	G	I	A
3ldb	C	B	A
5n88	H		E
5f7y	C		A
3qxv	C		C
4cdg	C		A
6oyz	E		A
7d4b	B		A
5dfv	E	F	B
7s8o	E	e	B | C
7v61	H	K	B
5ken	C	D	B
7st8	H	L	S
4o4y	H	L	A
4hjg	B	A	H | E
4w2q	E		F
5aam	B	b	J
4xnq	H	L	C
3ubx	G	I	D
1zlv	H	L	H
7a4d	H		L
6ukt	C		A
5t5n	G	F	E
5mp3	A	B	C
7lq7	y	z	E
5t3s	H	L	G
7x7o	J	K	D
6db7	H	L	P
7mhy	O	P	A
7tyo	N		A | B
7t3d	P	R	I
5m30	F		C
6ocd	D		C
6opp	H	L	A
6n7j	A	B	D
7l7e	E	F	G
7ej4	I	M	B
1svz	a	A	C
4zxb	C	D	E
5u5f	B	A	C | E
1mj7	H	L	H
7np1	K	O	D
5vk2	F	G	b | B
6xsk	H	L	F | E
6p3s	P	Q	R
4m7j	H	L	H
2ltq	C	B	A
6vep	I	J	K
5fec	A	B	D
7rly	A	B	Q
1s5h	B	A	C
6q23	J	K	B
3zks	D		A
3ifp	A	B	Q
6azm	D	C	F
7mem	I	K	F
3iyw	K	M	C
7f9y	N		A | B | G
5ds8	H	L	P
6rps	N	M	B
5e7f	A		G
6zrv	B		A
4jlr	A	B	C
6xkr	H	L	P
3or6	A	B	C
2x7l	J	K	Q
5c8j	E	F	J
7pg8	R	P	T
6x97	E	F	C
7uds	F	G	A | a
2kh2	B	b	A
7k75	C	D	F
3gkz	a	A	A
5wob	O	P	D
3eff	D	C	K | L
1v7n	J	N	Y
4rqs	D	C	G
6vvu	E	F	C
1xcq	H	G	S
6pb1	N		A | B
7m6i	M	N	A
7lqw	H	L	C
7sjs	H	L	C
6nf5	H	L	A
4mhj	R	Q	O
7nvl	n		e
4tnv	J	M	E
7bue	G	I	B
7lu9	i	j	B
7s6c	E	G	A
7cyp	E	D	A
7kmd	A	E	T
6cue	Q	R	C
3ixy	G	H	A
7pnq	H	L	A
4xwo	K	L	H
4hlz	G	H	B | A
6hjy	G		B
7rga	D		D
5tq2	H	L	A | B
7l2d	H	L	A
2p7t	A	B	C
7v3j	H	L	A | C | B
5i6z	B	C	A
5uk0	G	g	A
7jwp	E	F	S
7rxd	N		R
5u3m	H	L	A
4nc1	F		B
7np1	H	L	A
5jz7	H	L	B
6ukj	H	L	A
7r40	H	L	A
4ocn	C		B | A
7l7e	M	N	S
6cdi	5	6	2
1nmc	B	C	A
3kj4	C	B	D
7rkf	D	d	A | B
7dcx	E	H	K
5ywp	R	Q	A
3ux9	B	b	A
3hpl	A	B	C
7ean	H	L	A
7vgz	F	f	C | D
7jvp	N		A | B | G
3u30	C	B	A
7k45	H	L	B
3whe	W	X	F
7lj4	E	D	A
7rm0	G	H	S
7wea	G	I	B
5o03	D		B
7qic	C		A
7dk7	e	f	C
1yy9	D	C	A
6ulf	A	B	P | K
5vqm	H	L	A
1fsk	L	K	J
7l6v	D		A
2g5b	B	A	I
5c1m	B		A
5vk6	A	B	C
7s4g	E	F	I
5dur	B	D	A
7f15	B	b	A
7pc2	K	L	A
6uuh	A	B	G
5kov	U	u	T
7tuy	H	L	R
1ktr	H	L	P
4ldo	B		A
6xpr	E	F	D
6mui	O	P	N
3fct	D	C	D
5xcr	D	E	F
7lvw	J		B
5d8j	H	L	A
6cde	q	r	c
5j74	A	a	a
6x5m	h	l	r
2zch	H	L	P
6t3j	H	I	J
7ul2	D		R
7kyl	H	L	E
2f58	H	L	P
2exy	E	F	B
7v3h	I	M	C
3sm5	I	M	C
5mu0	M	N	W
6dwi	D	C	D
7rqr	H	L	P
6cw3	C	D	F | E
5uem	H	L	G
6ewb	G	I	C
7teb	H	L	D
3ra7	I	M	M
3ztn	H	L	A | B | A
2boc	A	B	C
7jx3	C	D	R
1ngp	H	L	H
7rq6	J	K	C
2nr6	F	E	B
7n9b	D		A
6war	J		I
1k	I	M	Q
6a96	L		C | B
7wd7	c	d	B
6vmk	o	n	p
3g5v	B	A	C
5mu0	I	J	U
7jwp	M	N	W
4dvr	H	L	G
7x6o	I	K	G | E
7s8h	B	C	A
5ocy	H	L	C
6ir1	B		A
7e72	A	B	E
7ps4	B	C	A
7k8z	H	L	A
6cyf	M	L	I
5jyl	D	d	C
7w2z	S	s	A | B
5tbd	E	F	I
5b3j	E	F	C
5k9k	A	B	I
5w9l	E	F	D
6p8d	D	E	F
6a3w	A	B	C
6oyh	F		B
7ws3	E	D	A
7k3b	H	G	A | B
2j6e	H	L	A
3zkm	C	D	B
6v8x	K	L	I
7lvw	G		A
2bse	E		A
6xm2	H	G	K
7eya	H	L	R
7n28	J	K	F
6qd7	X	Z	F | E
6xjz	C	D	B
7v35	N		A | B
3lev	H	L	A
6u1n	H	L	C | R
6v6w	F	H	C
7pr0	C	B	A
7zwm	D	E	A
6qv2	E		B
4rau	N	M	O
2r29	H	L	A
7kew	H	K	B
6wex	H	L	F | E
7spa	C		A
5e5m	H		G
3cfd	B	A	B
7so9	E	D	A
4qci	H	L	C
4r9y	H	L	B | D
6p67	A	B	K
4edx	H	L	V
7u8m	T	U	G
7kr5	M	N	D | C
2kh2	B	b	A
1mhp	X	Y	B
3ze1	E	F	C
3v0a	C		A
7np1	J	N	C
3idm	B	A	C
3v0w	H	L	H
5c7k	A	B	C
7k4n	C	D	B
7p77	Y		C
7mjj	D	E	A
5udc	E	G	D
6h5n	F	E	D
4wht	O	P	o
1oaz	J	N	B
4edx	B	A	W
4n1h	B		A
5f8q	D		B
7kfx	H	L	A
1kel	H	L	H
3zlq	C		A
7wpe	U	V	A
1riv	H	L	H
5mu0	G	H	T
5dfw	H	h	A
7tfo	I	J	B
7tyv	G	K	B | b
4ybq	D	C	B
3ulu	H	L	A
6u8k	H	L	A
3zdz	H	L	A | D
7zf3	A	B	E
1ors	B	A	C
5d1z	B	A	I
3hns	H	L	H
4w6x	B		A
6l62	H	L	A
7bem	H	L	E
7jx3	A	B	R
7tpj	H	L	B
7chb	H	L	R
2pw2	B	A	C
5vjq	G	H	L
3t65	B	A	B
7nx0	D		C
4wfh	E	D	A
6nmv	H	L	S
7oxn	H	K	A
5w23	I	M	B
5cjx	D	E	X | Y
5cjq	H	L	B | A
2kh2	B	b	A
6ws6	C	D	A
7rxc	H	L	B
6os1	D		A
3cfi	I		H
7pnm	G	D	B
7sob	F	E	D
5d6c	H	L	L
2cju	H	L	H
2kh2	B	b	A
6zec	H	L	A
7pnq	X	Y	C
7we8	H	L	A | C | B
7cak	G	F	B
6n5d	L	N	K
7bud	H	L	A | C
7k9j	H	L	A
6vlr	F	N	I | B
6vmk	r	q	s
5u4m	B		A
4gaj	H	L	P
7u8m	K	J	I
5o7p	B	A	C
7chh	G	H	B
7bep	A	B	E
6pcu	C	B	A
2r6p	D	E	A
7t4r	G	H	B
1ken	H	L	A
